17	(10, 60, 0)
	(20, 60, 0)
	(20, 70, 0)
	(10, 70, 0)
	(10, 60, 10)
	(20, 60, 10)
	(20, 70, 10)
	(10, 70, 10)
18	(10, 70, 0)
	(20, 70, 0)
	(20, 80, 0)
	(10, 80, 0)
	(10, 70, 10)
	(20, 70, 10)
	(20, 80, 10)
	(10, 80, 10)
19	(10, 80, 0)
	(20, 80, 0)
	(20, 90, 0)
	(10, 90, 0)
	(10, 80, 10)
	(20, 80, 10)
	(20, 90, 10)
	(10, 90, 10)
20	(10, 90, 0)
	(20, 90, 0)
	(20, 100, 0)
	(10, 100, 0)
	(10, 90, 10)
	(20, 90, 10)
	(20, 100, 10)
	(10, 100, 10)
21	(20, 0, 0)
	(30, 0, 0)
	(30, 10, 0)
	(20, 10, 0)
	(20, 0, 10)
	(30, 0, 10)
	(30, 10, 10)
	(20, 10, 10)
22	(20, 10, 0)
	(30, 10, 0)
	(30, 20, 0)
	(20, 20, 0)
	(20, 10, 10)
	(30, 10, 10)
	(30, 20, 10)
	(20, 20, 10)
23	(20, 20, 0)
	(30, 20, 0)
	(30, 30, 0)
	(20, 30, 0)
	(20, 20, 10)
	(30, 20, 10)
	(30, 30, 10)
	(20, 30, 10)
24	(20, 30, 0)
	(30, 30, 0)
	(30, 40, 0)
	(20, 40, 0)
	(20, 30, 10)
	(30, 30, 10)
	(30, 40, 10)
	(20, 40, 10)
25	(20, 40, 0)
	(30, 40, 0)
	(30, 50, 0)
	(20, 50, 0)
	(20, 40, 10)
	(30, 40, 10)
	(30, 50, 10)
	(20, 50, 10)
26	(20, 50, 0)
	(30, 50, 0)
	(30, 60, 0)
	(20, 60, 0)
	(20, 50, 10)
	(30, 50, 10)
	(30, 60, 10)
	(20, 60, 10)
27	(20, 60, 0)
	(30, 60, 0)
	(30, 70, 0)
	(20, 70, 0)
	(20, 60, 10)
	(30, 60, 10)
	(30, 70, 10)
	(20, 70, 10)
28	(20, 70, 0)
	(30, 70, 0)
	(30, 80, 0)
	(20, 80, 0)
	(20, 70, 10)
	(30, 70, 10)
	(30, 80, 10)
	(20, 80, 10)
29	(20, 80, 0)
	(30, 80, 0)
	(30, 90, 0)
	(20, 90, 0)
	(20, 80, 10)
	(30, 80, 10)
	(30, 90, 10)
	(20, 90, 10)
30	(20, 90, 0)
	(30, 90, 0)
	(30, 100, 0)
	(20, 100, 0)
	(20, 90, 10)
	(30, 90, 10)
	(30, 100, 10)
	(20, 100, 10)
31	(30, 0, 0)
	(40, 0, 0)
	(40, 10, 0)
	(30, 10, 0)
	(30, 0, 10)
	(40, 0, 10)
	(40, 10, 10)
	(30, 10, 10)
32	(30, 10, 0)
	(40, 10, 0)
	(40, 20, 0)
	(30, 20, 0)
	(30, 10, 10)
	(40, 10, 10)
	(40, 20, 10)
	(30, 20, 10)
33	(30, 20, 0)
	(40, 20, 0)
	(40, 30, 0)
	(30, 30, 0)
	(30, 20, 10)
	(40, 20, 10)
	(40, 30, 10)
	(30, 30, 10)
34	(30, 30, 0)
	(40, 30, 0)
	(40, 40, 0)
	(30, 40, 0)
	(30, 30, 10)
	(40, 30, 10)
	(40, 40, 10)
	(30, 40, 10)
35	(30, 40, 0)
	(40, 40, 0)
	(40, 50, 0)
	(30, 50, 0)
	(30, 40, 10)
	(40, 40, 10)
	(40, 50, 10)
	(30, 50, 10)
36	(30, 50, 0)
	(40, 50, 0)
	(40, 60, 0)
	(30, 60, 0)
	(30, 50, 10)
	(40, 50, 10)
	(40, 60, 10)
	(30, 60, 10)
37	(30, 60, 0)
	(40, 60, 0)
	(40, 70, 0)
	(30, 70, 0)
	(30, 60, 10)
	(40, 60, 10)
	(40, 70, 10)
	(30, 70, 10)
38	(30, 70, 0)
	(40, 70, 0)
	(40, 80, 0)
	(30, 80, 0)
	(30, 70, 10)
	(40, 70, 10)
	(40, 80, 10)
	(30, 80, 10)
39	(30, 80, 0)
	(40, 80, 0)
	(40, 90, 0)
	(30, 90, 0)
	(30, 80, 10)
	(40, 80, 10)
	(40, 90, 10)
	(30, 90, 10)
40	(30, 90, 0)
	(40, 90, 0)
	(40, 100, 0)
	(30, 100, 0)
	(30, 90, 10)
	(40, 90, 10)
	(40, 100, 10)
	(30, 100, 10)
41	(40, 0, 0)
	(50, 0, 0)
	(50, 10, 0)
	(40, 10, 0)
	(40, 0, 10)
	(50, 0, 10)
	(50, 10, 10)
	(40, 10, 10)
42	(40, 10, 0)
	(50, 10, 0)
	(50, 20, 0)
	(40, 20, 0)
	(40, 10, 10)
	(50, 10, 10)
	(50, 20, 10)
	(40, 20, 10)
43	(40, 20, 0)
	(50, 20, 0)
	(50, 30, 0)
	(40, 30, 0)
	(40, 20, 10)
	(50, 20, 10)
	(50, 30, 10)
	(40, 30, 10)
44	(40, 30, 0)
	(50, 30, 0)
	(50, 40, 0)
	(40, 40, 0)
	(40, 30, 10)
	(50, 30, 10)
	(50, 40, 10)
	(40, 40, 10)
45	(40, 40, 0)
	(50, 40, 0)
	(50, 50, 0)
	(40, 50, 0)
	(40, 40, 10)
	(50, 40, 10)
	(50, 50, 10)
	(40, 50, 10)
46	(40, 50, 0)
	(50, 50, 0)
	(50, 60, 0)
	(40, 60, 0)
	(40, 50, 10)
	(50, 50, 10)
	(50, 60, 10)
	(40, 60, 10)
47	(40, 60, 0)
	(50, 60, 0)
	(50, 70, 0)
	(40, 70, 0)
	(40, 60, 10)
	(50, 60, 10)
	(50, 70, 10)
	(40, 70, 10)
48	(40, 70, 0)
	(50, 70, 0)
	(50, 80, 0)
	(40, 80, 0)
	(40, 70, 10)
	(50, 70, 10)
	(50, 80, 10)
	(40, 80, 10)
49	(40, 80, 0)
	(50, 80, 0)
	(50, 90, 0)
	(40, 90, 0)
	(40, 80, 10)
	(50, 80, 10)
	(50, 90, 10)
	(40, 90, 10)
50	(40, 90, 0)
	(50, 90, 0)
	(50, 100, 0)
	(40, 100, 0)
	(40, 90, 10)
	(50, 90, 10)
	(50, 100, 10)
	(40, 100, 10)
51	(50, 0, 0)
	(60, 0, 0)
	(60, 10, 0)
	(50, 10, 0)
	(50, 0, 10)
	(60, 0, 10)
	(60, 10, 10)
	(50, 10, 10)
52	(50, 10, 0)
	(60, 10, 0)
	(60, 20, 0)
	(50, 20, 0)
	(50, 10, 10)
	(60, 10, 10)
	(60, 20, 10)
	(50, 20, 10)
53	(50, 20, 0)
	(60, 20, 0)
	(60, 30, 0)
	(50, 30, 0)
	(50, 20, 10)
	(60, 20, 10)
	(60, 30, 10)
	(50, 30, 10)
54	(50, 30, 0)
	(60, 30, 0)
	(60, 40, 0)
	(50, 40, 0)
	(50, 30, 10)
	(60, 30, 10)
	(60, 40, 10)
	(50, 40, 10)
55	(50, 40, 0)
	(60, 40, 0)
	(60, 50, 0)
	(50, 50, 0)
	(50, 40, 10)
	(60, 40, 10)
	(60, 50, 10)
	(50, 50, 10)
56	(50, 50, 0)
	(60, 50, 0)
	(60, 60, 0)
	(50, 60, 0)
	(50, 50, 10)
	(60, 50, 10)
	(60, 60, 10)
	(50, 60, 10)
57	(50, 60, 0)
	(60, 60, 0)
	(60, 70, 0)
	(50, 70, 0)
	(50, 60, 10)
	(60, 60, 10)
	(60, 70, 10)
	(50, 70, 10)
58	(50, 70, 0)
	(60, 70, 0)
	(60, 80, 0)
	(50, 80, 0)
	(50, 70, 10)
	(60, 70, 10)
	(60, 80, 10)
	(50, 80, 10)
59	(50, 80, 0)
	(60, 80, 0)
	(60, 90, 0)
	(50, 90, 0)
	(50, 80, 10)
	(60, 80, 10)
	(60, 90, 10)
	(50, 90, 10)
60	(50, 90, 0)
	(60, 90, 0)
	(60, 100, 0)
	(50, 100, 0)
	(50, 90, 10)
	(60, 90, 10)
	(60, 100, 10)
	(50, 100, 10)
61	(60, 0, 0)
	(70, 0, 0)
	(70, 10, 0)
	(60, 10, 0)
	(60, 0, 10)
	(70, 0, 10)
	(70, 10, 10)
	(60, 10, 10)
62	(60, 10, 0)
	(70, 10, 0)
	(70, 20, 0)
	(60, 20, 0)
	(60, 10, 10)
	(70, 10, 10)
	(70, 20, 10)
	(60, 20, 10)
63	(60, 20, 0)
	(70, 20, 0)
	(70, 30, 0)
	(60, 30, 0)
	(60, 20, 10)
	(70, 20, 10)
	(70, 30, 10)
	(60, 30, 10)
64	(60, 30, 0)
	(70, 30, 0)
	(70, 40, 0)
	(60, 40, 0)
	(60, 30, 10)
	(70, 30, 10)
	(70, 40, 10)
	(60, 40, 10)
65	(60, 40, 0)
	(70, 40, 0)
	(70, 50, 0)
	(60, 50, 0)
	(60, 40, 10)
	(70, 40, 10)
	(70, 50, 10)
	(60, 50, 10)
66	(60, 50, 0)
	(70, 50, 0)
	(70, 60, 0)
	(60, 60, 0)
	(60, 50, 10)
	(70, 50, 10)
	(70, 60, 10)
	(60, 60, 10)
67	(60, 60, 0)
	(70, 60, 0)
	(70, 70, 0)
	(60, 70, 0)
	(60, 60, 10)
	(70, 60, 10)
	(70, 70, 10)
	(60, 70, 10)
68	(60, 70, 0)
	(70, 70, 0)
	(70, 80, 0)
	(60, 80, 0)
	(60, 70, 10)
	(70, 70, 10)
	(70, 80, 10)
	(60, 80, 10)
69	(60, 80, 0)
	(70, 80, 0)
	(70, 90, 0)
	(60, 90, 0)
	(60, 80, 10)
	(70, 80, 10)
	(70, 90, 10)
	(60, 90, 10)
70	(60, 90, 0)
	(70, 90, 0)
	(70, 100, 0)
	(60, 100, 0)
	(60, 90, 10)
	(70, 90, 10)
	(70, 100, 10)
	(60, 100, 10)
71	(70, 0, 0)
	(80, 0, 0)
	(80, 10, 0)
	(70, 10, 0)
	(70, 0, 10)
	(80, 0, 10)
	(80, 10, 10)
	(70, 10, 10)
72	(70, 10, 0)
	(80, 10, 0)
	(80, 20, 0)
	(70, 20, 0)
	(70, 10, 10)
	(80, 10, 10)
	(80, 20, 10)
	(70, 20, 10)
73	(70, 20, 0)
	(80, 20, 0)
	(80, 30, 0)
	(70, 30, 0)
	(70, 20, 10)
	(80, 20, 10)
	(80, 30, 10)
	(70, 30, 10)
74	(70, 30, 0)
	(80, 30, 0)
	(80, 40, 0)
	(70, 40, 0)
	(70, 30, 10)
	(80, 30, 10)
	(80, 40, 10)
	(70, 40, 10)
75	(70, 40, 0)
	(80, 40, 0)
	(80, 50, 0)
	(70, 50, 0)
	(70, 40, 10)
	(80, 40, 10)
	(80, 50, 10)
	(70, 50, 10)
76	(70, 50, 0)
	(80, 50, 0)
	(80, 60, 0)
	(70, 60, 0)
	(70, 50, 10)
	(80, 50, 10)
	(80, 60, 10)
	(70, 60, 10)
77	(70, 60, 0)
	(80, 60, 0)
	(80, 70, 0)
	(70, 70, 0)
	(70, 60, 10)
	(80, 60, 10)
	(80, 70, 10)
	(70, 70, 10)
78	(70, 70, 0)
	(80, 70, 0)
	(80, 80, 0)
	(70, 80, 0)
	(70, 70, 10)
	(80, 70, 10)
	(80, 80, 10)
	(70, 80, 10)
79	(70, 80, 0)
	(80, 80, 0)
	(80, 90, 0)
	(70, 90, 0)
	(70, 80, 10)
	(80, 80, 10)
	(80, 90, 10)
	(70, 90, 10)
80	(70, 90, 0)
	(80, 90, 0)
	(80, 100, 0)
	(70, 100, 0)
	(70, 90, 10)
	(80, 90, 10)
	(80, 100, 10)
	(70, 100, 10)
81	(80, 0, 0)
	(90, 0, 0)
	(90, 10, 0)
	(80, 10, 0)
	(80, 0, 10)
	(90, 0, 10)
	(90, 10, 10)
	(80, 10, 10)
82	(80, 10, 0)
	(90, 10, 0)
	(90, 20, 0)
	(80, 20, 0)
	(80, 10, 10)
	(90, 10, 10)
	(90, 20, 10)
	(80, 20, 10)
83	(80, 20, 0)
	(90, 20, 0)
	(90, 30, 0)
	(80, 30, 0)
	(80, 20, 10)
	(90, 20, 10)
	(90, 30, 10)
	(80, 30, 10)
84	(80, 30, 0)
	(90, 30, 0)
	(90, 40, 0)
	(80, 40, 0)
	(80, 30, 10)
	(90, 30, 10)
	(90, 40, 10)
	(80, 40, 10)
85	(80, 40, 0)
	(90, 40, 0)
	(90, 50, 0)
	(80, 50, 0)
	(80, 40, 10)
	(90, 40, 10)
	(90, 50, 10)
	(80, 50, 10)
86	(80, 50, 0)
	(90, 50, 0)
	(90, 60, 0)
	(80, 60, 0)
	(80, 50, 10)
	(90, 50, 10)
	(90, 60, 10)
	(80, 60, 10)
87	(80, 60, 0)
	(90, 60, 0)
	(90, 70, 0)
	(80, 70, 0)
	(80, 60, 10)
	(90, 60, 10)
	(90, 70, 10)
	(80, 70, 10)
88	(80, 70, 0)
	(90, 70, 0)
	(90, 80, 0)
	(80, 80, 0)
	(80, 70, 10)
	(90, 70, 10)
	(90, 80, 10)
	(80, 80, 10)
89	(80, 80, 0)
	(90, 80, 0)
	(90, 90, 0)
	(80, 90, 0)
	(80, 80, 10)
	(90, 80, 10)
	(90, 90, 10)
	(80, 90, 10)
90	(80, 90, 0)
	(90, 90, 0)
	(90, 100, 0)
	(80, 100, 0)
	(80, 90, 10)
	(90, 90, 10)
	(90, 100, 10)
	(80, 100, 10)
91	(90, 0, 0)
	(100, 0, 0)
	(100, 10, 0)
	(90, 10, 0)
	(90, 0, 10)
	(100, 0, 10)
	(100, 10, 10)
	(90, 10, 10)
92	(90, 10, 0)
	(100, 10, 0)
	(100, 20, 0)
	(90, 20, 0)
	(90, 10, 10)
	(100, 10, 10)
	(100, 20, 10)
	(90, 20, 10)
93	(90, 20, 0)
	(100, 20, 0)
	(100, 30, 0)
	(90, 30, 0)
	(90, 20, 10)
	(100, 20, 10)
	(100, 30, 10)
	(90, 30, 10)
94	(90, 30, 0)
	(100, 30, 0)
	(100, 40, 0)
	(90, 40, 0)
	(90, 30, 10)
	(100, 30, 10)
	(100, 40, 10)
	(90, 40, 10)
95	(90, 40, 0)
	(100, 40, 0)
	(100, 50, 0)
	(90, 50, 0)
	(90, 40, 10)
	(100, 40, 10)
	(100, 50, 10)
	(90, 50, 10)
96	(90, 50, 0)
	(100, 50, 0)
	(100, 60, 0)
	(90, 60, 0)
	(90, 50, 10)
	(100, 50, 10)
	(100, 60, 10)
	(90, 60, 10)
97	(90, 60, 0)
	(100, 60, 0)
	(100, 70, 0)
	(90, 70, 0)
	(90, 60, 10)
	(100, 60, 10)
	(100, 70, 10)
	(90, 70, 10)
98	(90, 70, 0)
	(100, 70, 0)
	(100, 80, 0)
	(90, 80, 0)
	(90, 70, 10)
	(100, 70, 10)
	(100, 80, 10)
	(90, 80, 10)
99	(90, 80, 0)
	(100, 80, 0)
	(100, 90, 0)
	(90, 90, 0)
	(90, 80, 10)
	(100, 80, 10)
	(100, 90, 10)
	(90, 90, 10)
100	(90, 90, 0)
	(100, 90, 0)
	(100, 100, 0)
	(90, 100, 0)
	(90, 90, 10)
	(100, 90, 10)
	(100, 100, 10)
	(90, 100, 10)
101	(0, 0, 10)
	(10, 0, 10)
	(10, 10, 10)
	(0, 10, 10)
	(0, 0, 20)
	(10, 0, 20)
	(10, 10, 20)
	(0, 10, 20)
102	(0, 10, 10)
	(10, 10, 10)
	(10, 20, 10)
	(0, 20, 10)
	(0, 10, 20)
	(10, 10, 20)
	(10, 20, 20)
	(0, 20, 20)
103	(0, 20, 10)
	(10, 20, 10)
	(10, 30, 10)
	(0, 30, 10)
	(0, 20, 20)
	(10, 20, 20)
	(10, 30, 20)
	(0, 30, 20)
104	(0, 30, 10)
	(10, 30, 10)
	(10, 40, 10)
	(0, 40, 10)
	(0, 30, 20)
	(10, 30, 20)
	(10, 40, 20)
	(0, 40, 20)
105	(0, 40, 10)
	(10, 40, 10)
	(10, 50, 10)
	(0, 50, 10)
	(0, 40, 20)
	(10, 40, 20)
	(10, 50, 20)
	(0, 50, 20)
106	(0, 50, 10)
	(10, 50, 10)
	(10, 60, 10)
	(0, 60, 10)
	(0, 50, 20)
	(10, 50, 20)
	(10, 60, 20)
	(0, 60, 20)
107	(0, 60, 10)
	(10, 60, 10)
	(10, 70, 10)
	(0, 70, 10)
	(0, 60, 20)
	(10, 60, 20)
	(10, 70, 20)
	(0, 70, 20)
108	(0, 70, 10)
	(10, 70, 10)
	(10, 80, 10)
	(0, 80, 10)
	(0, 70, 20)
	(10, 70, 20)
	(10, 80, 20)
	(0, 80, 20)
109	(0, 80, 10)
	(10, 80, 10)
	(10, 90, 10)
	(0, 90, 10)
	(0, 80, 20)
	(10, 80, 20)
	(10, 90, 20)
	(0, 90, 20)
110	(0, 90, 10)
	(10, 90, 10)
	(10, 100, 10)
	(0, 100, 10)
	(0, 90, 20)
	(10, 90, 20)
	(10, 100, 20)
	(0, 100, 20)
111	(10, 0, 10)
	(20, 0, 10)
	(20, 10, 10)
	(10, 10, 10)
	(10, 0, 20)
	(20, 0, 20)
	(20, 10, 20)
	(10, 10, 20)
112	(10, 10, 10)
	(20, 10, 10)
	(20, 20, 10)
	(10, 20, 10)
	(10, 10, 20)
	(20, 10, 20)
	(20, 20, 20)
	(10, 20, 20)
113	(10, 20, 10)
	(20, 20, 10)
	(20, 30, 10)
	(10, 30, 10)
	(10, 20, 20)
	(20, 20, 20)
	(20, 30, 20)
	(10, 30, 20)
114	(10, 30, 10)
	(20, 30, 10)
	(20, 40, 10)
	(10, 40, 10)
	(10, 30, 20)
	(20, 30, 20)
	(20, 40, 20)
	(10, 40, 20)
115	(10, 40, 10)
	(20, 40, 10)
	(20, 50, 10)
	(10, 50, 10)
	(10, 40, 20)
	(20, 40, 20)
	(20, 50, 20)
	(10, 50, 20)
116	(10, 50, 10)
	(20, 50, 10)
	(20, 60, 10)
	(10, 60, 10)
	(10, 50, 20)
	(20, 50, 20)
	(20, 60, 20)
	(10, 60, 20)
117	(10, 60, 10)
	(20, 60, 10)
	(20, 70, 10)
	(10, 70, 10)
	(10, 60, 20)
	(20, 60, 20)
	(20, 70, 20)
	(10, 70, 20)
118	(10, 70, 10)
	(20, 70, 10)
	(20, 80, 10)
	(10, 80, 10)
	(10, 70, 20)
	(20, 70, 20)
	(20, 80, 20)
	(10, 80, 20)
119	(10, 80, 10)
	(20, 80, 10)
	(20, 90, 10)
	(10, 90, 10)
	(10, 80, 20)
	(20, 80, 20)
	(20, 90, 20)
	(10, 90, 20)
120	(10, 90, 10)
	(20, 90, 10)
	(20, 100, 10)
	(10, 100, 10)
	(10, 90, 20)
	(20, 90, 20)
	(20, 100, 20)
	(10, 100, 20)
121	(20, 0, 10)
	(30, 0, 10)
	(30, 10, 10)
	(20, 10, 10)
	(20, 0, 20)
	(30, 0, 20)
	(30, 10, 20)
	(20, 10, 20)
122	(20, 10, 10)
	(30, 10, 10)
	(30, 20, 10)
	(20, 20, 10)
	(20, 10, 20)
	(30, 10, 20)
	(30, 20, 20)
	(20, 20, 20)
123	(20, 20, 10)
	(30, 20, 10)
	(30, 30, 10)
	(20, 30, 10)
	(20, 20, 20)
	(30, 20, 20)
	(30, 30, 20)
	(20, 30, 20)
124	(20, 30, 10)
	(30, 30, 10)
	(30, 40, 10)
	(20, 40, 10)
	(20, 30, 20)
	(30, 30, 20)
	(30, 40, 20)
	(20, 40, 20)
125	(20, 40, 10)
	(30, 40, 10)
	(30, 50, 10)
	(20, 50, 10)
	(20, 40, 20)
	(30, 40, 20)
	(30, 50, 20)
	(20, 50, 20)
126	(20, 50, 10)
	(30, 50, 10)
	(30, 60, 10)
	(20, 60, 10)
	(20, 50, 20)
	(30, 50, 20)
	(30, 60, 20)
	(20, 60, 20)
127	(20, 60, 10)
	(30, 60, 10)
	(30, 70, 10)
	(20, 70, 10)
	(20, 60, 20)
	(30, 60, 20)
	(30, 70, 20)
	(20, 70, 20)
128	(20, 70, 10)
	(30, 70, 10)
	(30, 80, 10)
	(20, 80, 10)
	(20, 70, 20)
	(30, 70, 20)
	(30, 80, 20)
	(20, 80, 20)
129	(20, 80, 10)
	(30, 80, 10)
	(30, 90, 10)
	(20, 90, 10)
	(20, 80, 20)
	(30, 80, 20)
	(30, 90, 20)
	(20, 90, 20)
130	(20, 90, 10)
	(30, 90, 10)
	(30, 100, 10)
	(20, 100, 10)
	(20, 90, 20)
	(30, 90, 20)
	(30, 100, 20)
	(20, 100, 20)
131	(30, 0, 10)
	(40, 0, 10)
	(40, 10, 10)
	(30, 10, 10)
	(30, 0, 20)
	(40, 0, 20)
	(40, 10, 20)
	(30, 10, 20)
132	(30, 10, 10)
	(40, 10, 10)
	(40, 20, 10)
	(30, 20, 10)
	(30, 10, 20)
	(40, 10, 20)
	(40, 20, 20)
	(30, 20, 20)
133	(30, 20, 10)
	(40, 20, 10)
	(40, 30, 10)
	(30, 30, 10)
	(30, 20, 20)
	(40, 20, 20)
	(40, 30, 20)
	(30, 30, 20)
134	(30, 30, 10)
	(40, 30, 10)
	(40, 40, 10)
	(30, 40, 10)
	(30, 30, 20)
	(40, 30, 20)
	(40, 40, 20)
	(30, 40, 20)
135	(30, 40, 10)
	(40, 40, 10)
	(40, 50, 10)
	(30, 50, 10)
	(30, 40, 20)
	(40, 40, 20)
	(40, 50, 20)
	(30, 50, 20)
136	(30, 50, 10)
	(40, 50, 10)
	(40, 60, 10)
	(30, 60, 10)
	(30, 50, 20)
	(40, 50, 20)
	(40, 60, 20)
	(30, 60, 20)
137	(30, 60, 10)
	(40, 60, 10)
	(40, 70, 10)
	(30, 70, 10)
	(30, 60, 20)
	(40, 60, 20)
	(40, 70, 20)
	(30, 70, 20)
138	(30, 70, 10)
	(40, 70, 10)
	(40, 80, 10)
	(30, 80, 10)
	(30, 70, 20)
	(40, 70, 20)
	(40, 80, 20)
	(30, 80, 20)
139	(30, 80, 10)
	(40, 80, 10)
	(40, 90, 10)
	(30, 90, 10)
	(30, 80, 20)
	(40, 80, 20)
	(40, 90, 20)
	(30, 90, 20)
140	(30, 90, 10)
	(40, 90, 10)
	(40, 100, 10)
	(30, 100, 10)
	(30, 90, 20)
	(40, 90, 20)
	(40, 100, 20)
	(30, 100, 20)
141	(40, 0, 10)
	(50, 0, 10)
	(50, 10, 10)
	(40, 10, 10)
	(40, 0, 20)
	(50, 0, 20)
	(50, 10, 20)
	(40, 10, 20)
142	(40, 10, 10)
	(50, 10, 10)
	(50, 20, 10)
	(40, 20, 10)
	(40, 10, 20)
	(50, 10, 20)
	(50, 20, 20)
	(40, 20, 20)
143	(40, 20, 10)
	(50, 20, 10)
	(50, 30, 10)
	(40, 30, 10)
	(40, 20, 20)
	(50, 20, 20)
	(50, 30, 20)
	(40, 30, 20)
144	(40, 30, 10)
	(50, 30, 10)
	(50, 40, 10)
	(40, 40, 10)
	(40, 30, 20)
	(50, 30, 20)
	(50, 40, 20)
	(40, 40, 20)
145	(40, 40, 10)
	(50, 40, 10)
	(50, 50, 10)
	(40, 50, 10)
	(40, 40, 20)
	(50, 40, 20)
	(50, 50, 20)
	(40, 50, 20)
146	(40, 50, 10)
	(50, 50, 10)
	(50, 60, 10)
	(40, 60, 10)
	(40, 50, 20)
	(50, 50, 20)
	(50, 60, 20)
	(40, 60, 20)
147	(40, 60, 10)
	(50, 60, 10)
	(50, 70, 10)
	(40, 70, 10)
	(40, 60, 20)
	(50, 60, 20)
	(50, 70, 20)
	(40, 70, 20)
148	(40, 70, 10)
	(50, 70, 10)
	(50, 80, 10)
	(40, 80, 10)
	(40, 70, 20)
	(50, 70, 20)
	(50, 80, 20)
	(40, 80, 20)
149	(40, 80, 10)
	(50, 80, 10)
	(50, 90, 10)
	(40, 90, 10)
	(40, 80, 20)
	(50, 80, 20)
	(50, 90, 20)
	(40, 90, 20)
150	(40, 90, 10)
	(50, 90, 10)
	(50, 100, 10)
	(40, 100, 10)
	(40, 90, 20)
	(50, 90, 20)
	(50, 100, 20)
	(40, 100, 20)
151	(50, 0, 10)
	(60, 0, 10)
	(60, 10, 10)
	(50, 10, 10)
	(50, 0, 20)
	(60, 0, 20)
	(60, 10, 20)
	(50, 10, 20)
152	(50, 10, 10)
	(60, 10, 10)
	(60, 20, 10)
	(50, 20, 10)
	(50, 10, 20)
	(60, 10, 20)
	(60, 20, 20)
	(50, 20, 20)
153	(50, 20, 10)
	(60, 20, 10)
	(60, 30, 10)
	(50, 30, 10)
	(50, 20, 20)
	(60, 20, 20)
	(60, 30, 20)
	(50, 30, 20)
154	(50, 30, 10)
	(60, 30, 10)
	(60, 40, 10)
	(50, 40, 10)
	(50, 30, 20)
	(60, 30, 20)
	(60, 40, 20)
	(50, 40, 20)
155	(50, 40, 10)
	(60, 40, 10)
	(60, 50, 10)
	(50, 50, 10)
	(50, 40, 20)
	(60, 40, 20)
	(60, 50, 20)
	(50, 50, 20)
156	(50, 50, 10)
	(60, 50, 10)
	(60, 60, 10)
	(50, 60, 10)
	(50, 50, 20)
	(60, 50, 20)
	(60, 60, 20)
	(50, 60, 20)
157	(50, 60, 10)
	(60, 60, 10)
	(60, 70, 10)
	(50, 70, 10)
	(50, 60, 20)
	(60, 60, 20)
	(60, 70, 20)
	(50, 70, 20)
158	(50, 70, 10)
	(60, 70, 10)
